playerId,CPEV,num_regains,total_minutes,CPEV_per90,playerName
3286,1.4754896629307617,109,3021.3461694,0.043951954598482744,Daniel Parejo Mu\u00f1oz
4015,1.1594848046565167,83,2376.4505748833335,0.043911551757902435,Pablo Sarabia Garc\u00eda
167641,1.499148418263425,137,3075.36735355,0.04387227349863153,Stanislav Lobotka
3470,1.3335793700617404,113,2740.2949935,0.043798986455929036,Jos\u00e9 \u00c1ngel G\u00f3mez Campa\u00f1a
3571,1.187305775930842,71,2448.9674549333336,0.04363370350982663,Joaqu\u00edn S\u00e1nchez Rodr\u00edguez
4013,1.203133897701493,133,2528.923777783333,0.04281744342964989,Rub\u00e9n Salvador P\u00e9rez Del M\u00e1rmol
3866,0.7369924840466753,61,1557.468547,0.042587905670367784,Manuel Rolando Iturra Urrutia
225948,0.8089612945703109,67,1719.9994920333334,0.04232938256583915,Rub\u00e9n Pe\u00f1a Jim\u00e9nez
3441,1.1027625264394028,101,2350.8656728833334,0.04221790658834962,Gabriel Fern\u00e1ndez Arenas
4009,0.4930984874393775,56,1076.4931943833333,0.04122540123903552,Mehdi Lacen
372752,1.0440322803389541,78,2304.69506525,0.040770211490131915,Carlos Soler Barrag\u00e1n
3680,0.9548680224543907,80,2212.01854895,0.03885054312120856,David Zurutuza Veillet
3384,0.9865329371647579,83,2289.3556679666667,0.03878294910099612,Jos\u00e9 Andr\u00e9s Guardado Hern\u00e1ndez
4511,0.5812435239889213,52,1375.11382735,0.03804188141996499,Pedro Mosquera Parada
217031,1.0027023429730573,95,2378.1110976166665,0.03794743271582919,Thomas Teye Partey
225089,1.2429617216687343,72,3027.1371328,0.03695457128059253,Jos\u00e9 Luis Morales Nogales
14836,1.0503603038324918,71,2579.9040400833333,0.03664183856306174,Takashi Inui
4361,0.6108176140461193,55,1560.4216431500001,0.03522995563761624,Javi Castellano Betancor
4278,1.0649548902871948,82,2730.1000774333334,0.035107116005782396,Borja Garc\u00eda Freire
3542,1.0392849011958818,100,2688.2499497,0.03479425010984103,Manuel Trigueros Mu\u00f1oz
3797,0.8853593078250165,110,2455.9276248,0.03244490468677409,V\u00edctor S\u00e1nchez Mata
86828,0.6368356620044061,70,1778.9476515166666,0.0322186038085672,Guido Hern\u00e1n Pizarro
3443,0.9147595844559875,93,2764.9361493333336,0.02977586394567898,Jorge Resurrecci\u00f3n Merodio
70120,0.5739914437547061,62,2406.77884435,0.021464053524982346,Francisco Javier Garc\u00eda Fern\u00e1ndez
